"nome","resumo","coordenador"
"BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB","Em breve este conteúdo estará disponível.","Sônia De Oliveira Camara Rangel "
"CONPAS-UERJ- CONVERSAS ENTRE PROFESSORES : ALTERIDADE E SINGULARIDADE","Em breve este conteúdo estará disponível.","Soymara Vieira Emilião "
"ESTÁGIOS COMO LABORATÓRIO DE “RELAÇÕES OUTRAS” ENTRE ESCOLAS E UNIVERSIDADES","Em breve este conteúdo estará disponível.","Sueli De Lima Moreira "
"ESTAGIO COMO CAMPO DE FORMAÇÃO DOCENTE.","Em breve este conteúdo estará disponível.","Sueli De Lima Moreira "
"ACESSIBILIDADE PARA AVALIAÇÃO DO DESEMPENHO ESCOLAR NA PERSPECTIVA DA EDUCAÇÃO INCLUSIVA.","Em breve este conteúdo estará disponível.","Suzanli Estef Da Silva "
"POR UMA FORMAÇÃO INICIAL DOCENTE ARTICULADA AOS CONHECIMENTOS PRODUZIDOS NA EDUCAÇÃO BÁSICA","Em breve este conteúdo estará disponível.","Tatiana Bezerra Fagundes "
"PRODUÇÃO DE MODELOS E MATERIAIS 3D NO ENSINO DE CIÊNCIAS E BIOLOGIA PARA A EDUCAÇÃO BÁSICA","Em breve este conteúdo estará disponível.","Tiago Savignon Cardoso Machado "
"RECURSOS DE TECNOLOGIA ASSISTIVA (TA) E COMUNICAÇÃO ALTERNATIVA E AMPLIADA (CAA)","Em breve este conteúdo estará disponível.","Vanêsa Vieira Silva De Medeiros "
"ENCONTRO COM PROFESSORAS QUE ENSINAM MATEMÁTICA NOS ANOS INICIAIS: AS SITUAÇÕES-PROBLEMA","Em breve este conteúdo estará disponível.","Vania Finholdt Angelo Leite "
"PROINICIAR VIRTUAL","Em breve este conteúdo estará disponível.","Vera Regina Pires Das Neves "
"TRABALHO PEDAGÓGICO NA PERSPECTIVA DA EDUCAÇÃO EMANCIPATÓRIA","Em breve este conteúdo estará disponível.","Wania Regina Coutinho Gonzalez "
